Time [sec] - Plot 0	Current [mA] - Plot 0
1864	3,09817
1865	3,09896
1866	3,09974
1867	3,10053
1868	3,10132
1869	3,10211
1870	3,1029
1871	3,10368
1872	3,10447
1873	3,10526
1874	3,10605
1875	3,10684
1876	3,10762
1877	3,10841
1878	3,1092
1879	3,10998
1880	3,11077
1881	3,11156
1882	3,11235
1883	3,11313
1884	3,11392
1885	3,11471
1886	3,11549
1887	3,11628
1888	3,11707
1889	3,11786
1890	3,11864
1891	3,11943
1892	3,12022
1893	3,121
1894	3,12179
1895	3,12257
1896	3,12336
1897	3,12415
1898	3,12493
1899	3,12572
1900	3,12651
1901	3,12729
1902	3,12808
1903	3,12886
1904	3,12965
1905	3,13044
1906	3,13122
1907	3,13201
1908	3,13279
1909	3,13358
1910	3,13436
1911	3,13515
1912	3,13593
1913	3,13672
1914	3,13751
1915	3,13829
1916	3,13908
1917	3,13986
1918	3,14065
1919	3,14143
1920	3,14222
1921	3,143
1922	3,14379
1923	3,14457
1924	3,14536
1925	3,14614
1926	3,14693
1927	3,14771
1928	3,14849
1929	3,14928
1930	3,15006
1931	3,15085
1932	3,15163
1933	3,15242
1934	3,1532
1935	3,15398
1936	3,15477
1937	3,15555
1938	3,15634
1939	3,15712
1940	3,1579
1941	3,15869
1942	3,15947
1943	3,16026
1944	3,16104
1945	3,16182
1946	3,16261
1947	3,16339
1948	3,16417
1949	3,16496
1950	3,16574
1951	3,16652
1952	3,16731
1953	3,16809
1954	3,16887
1955	3,16966
1956	3,17044
1957	3,17122
1958	3,17201
1959	3,17279
1960	3,17357
1961	3,17435
1962	3,17514
1963	3,17592
1964	3,1767
1965	3,17748
1966	3,17827
1967	3,17905
1968	3,17983
1969	3,18061
1970	3,1814
1971	3,18218
1972	3,18296
1973	3,18374
1974	3,18452
1975	3,18531
1976	3,18609
1977	3,18687
1978	3,18765
1979	3,18843
1980	3,18921
1981	3,19
1982	3,19078
1983	3,19156
1984	3,19234
1985	3,19312
1986	3,1939
1987	3,19468
1988	3,19547
1989	3,19625
1990	3,19703
1991	3,19781
1992	3,19859
1993	3,19937
1994	3,20015
1995	3,20093
1996	3,20171
1997	3,20249
1998	3,20327
1999	3,20406
2000	3,20484
2001	3,20562
2002	3,2064
2003	3,20718
2004	3,20796
2005	3,20874
2006	3,20952
2007	3,2103
2008	3,21108
2009	3,21186
2010	3,21264
2011	3,21342
2012	3,2142
2013	3,21498
2014	3,21576
2015	3,21654
2016	3,21732
2017	3,2181
2018	3,21888
2019	3,21966
2020	3,22043
2021	3,22121
2022	3,22199
2023	3,22277
2024	3,22355
2025	3,22433
2026	3,22511
2027	3,22589
2028	3,22667
2029	3,22745
2030	3,22823
2031	3,22901
2032	3,22978
2033	3,23056
2034	3,23134
2035	3,23212
2036	3,2329
2037	3,23368
2038	3,23446
2039	3,23523
2040	3,23601
2041	3,23679
2042	3,23757
2043	3,23835
2044	3,23913
2045	3,2399
2046	3,24068
2047	3,24146
2048	3,24224
2049	3,24302
2050	3,24379
2051	3,24457
2052	3,24535
2053	3,24613
2054	3,2469
2055	3,24768
2056	3,24846
2057	3,24924
2058	3,25001
2059	3,25079
2060	3,25157
2061	3,25235
2062	3,25312
2063	3,2539
2064	3,25468
2065	3,25545
2066	3,25623
2067	3,25701
2068	3,25778
2069	3,25856
2070	3,25934
2071	3,26011
2072	3,26089
2073	3,26167
2074	3,26244
2075	3,26322
2076	3,264
2077	3,26477
2078	3,26555
2079	3,26633
2080	3,2671
2081	3,26788
2082	3,26865
2083	3,26943
2084	3,27021
2085	3,27098
2086	3,27176
2087	3,27253
2088	3,27331
2089	3,27409
2090	3,27486
2091	3,27564
2092	3,27641
2093	3,27719
2094	3,27796
2095	3,27874
2096	3,27951
2097	3,28029
2098	3,28106
2099	3,28184
2100	3,28261
2101	3,28339
2102	3,28416
2103	3,28494
2104	3,28571
2105	3,28649
2106	3,28726
2107	3,28804
2108	3,28881
2109	3,28959
2110	3,29036
2111	3,29114
2112	3,29191
2113	3,29269
2114	3,29346
2115	3,29424
2116	3,29501
2117	3,29578
2118	3,29656
2119	3,29733
2120	3,29811
2121	3,29888
2122	3,29965
2123	3,30043
2124	3,3012
2125	3,30198
2126	3,30275
2127	3,30352
2128	3,3043
2129	3,30507
2130	3,30584
2131	3,30662
2132	3,30739
2133	3,30816
2134	3,30894
2135	3,30971
2136	3,31048
2137	3,31126
2138	3,31203
2139	3,3128
2140	3,31358
2141	3,31435
2142	3,31512
2143	3,31589
2144	3,31667
2145	3,31744
2146	3,31821
2147	3,31899
2148	3,31976
2149	3,32053
2150	3,3213
2151	3,32208
2152	3,32285
2153	3,32362
2154	3,32439
2155	3,32516
2156	3,32594
2157	3,32671
2158	3,32748
2159	3,32825
2160	3,32902
2161	3,3298
2162	3,33057
2163	3,33134
2164	3,33211
2165	3,33288
2166	3,33366
2167	3,33443
2168	3,3352
2169	3,33597
2170	3,33674
2171	3,33751
2172	3,33828
2173	3,33906
2174	3,33983
2175	3,3406
2176	3,34137
2177	3,34214
2178	3,34291
2179	3,34368
2180	3,34445
2181	3,34522
2182	3,34599
2183	3,34677
2184	3,34754
2185	3,34831
2186	3,34908
2187	3,34985
2188	3,35062
2189	3,35139
2190	3,35216
2191	3,35293
2192	3,3537
2193	3,35447
2194	3,35524
2195	3,35601
2196	3,35678
2197	3,35755
2198	3,35832
2199	3,35909
2200	3,35986
2201	3,36063
2202	3,3614
2203	3,36217
2204	3,36294
2205	3,36371
2206	3,36448
2207	3,36525
2208	3,36602
2209	3,36679
2210	3,36756
2211	3,36832
2212	3,36909
2213	3,36986
2214	3,37063
2215	3,3714
2216	3,37217
2217	3,37294
2218	3,37371
2219	3,37448
2220	3,37525
2221	3,37601
2222	3,37678
2223	3,37755
2224	3,37832
2225	3,37909
2226	3,37986
2227	3,38063
2228	3,38139
2229	3,38216
2230	3,38293
2231	3,3837
2232	3,38447
2233	3,38524
2234	3,386
2235	3,38677
2236	3,38754
2237	3,38831
2238	3,38908
2239	3,38984
2240	3,39061
2241	3,39138
2242	3,39215
2243	3,39291
2244	3,39368
2245	3,39445
2246	3,39522
2247	3,39598
2248	3,39675
2249	3,39752
2250	3,39829
2251	3,39905
2252	3,39982
2253	3,40059
2254	3,40136
2255	3,40212
2256	3,40289
2257	3,40366
2258	3,40442
2259	3,40519
2260	3,40596
2261	3,40672
2262	3,40749
2263	3,40826
2264	3,40902
2265	3,40979
2266	3,41056
2267	3,41132
2268	3,41209
2269	3,41286
2270	3,41362
2271	3,41439
2272	3,41515
2273	3,41592
2274	3,41669
2275	3,41745
2276	3,41822
2277	3,41898
2278	3,41975
2279	3,42052
2280	3,42128
2281	3,42205
2282	3,42281
2283	3,42358
2284	3,42434
2285	3,42511
2286	3,42587
2287	3,42664
2288	3,42741
2289	3,42817
2290	3,42894
2291	3,4297
2292	3,43047
2293	3,43123
2294	3,432
2295	3,43276
2296	3,43353
2297	3,43429
2298	3,43506
2299	3,43582
2300	3,43659
2301	3,43735
2302	3,43812
2303	3,43888
2304	3,43964
2305	3,44041
2306	3,44117
2307	3,44194
2308	3,4427
2309	3,44347
2310	3,44423
2311	3,44499
2312	3,44576
2313	3,44652
2314	3,44729
2315	3,44805
2316	3,44881
2317	3,44958
2318	3,45034
2319	3,45111
2320	3,45187
2321	3,45263
2322	3,4534
2323	3,45416
2324	3,45492
2325	3,45569
2326	3,45645
2327	3,45721
2328	3,45798
2329	3,45874
2330	3,4595
2331	3,46027
2332	3,46103
2333	3,46179
2334	3,46256
2335	3,46332
2336	3,46408
2337	3,46485
2338	3,46561
2339	3,46637
2340	3,46713
2341	3,4679
2342	3,46866
2343	3,46942
2344	3,47018
2345	3,47095
2346	3,47171
2347	3,47247
2348	3,47323
2349	3,474
2350	3,47476
2351	3,47552
2352	3,47628
2353	3,47704
2354	3,47781
2355	3,47857
2356	3,47933
2357	3,48009
2358	3,48085
2359	3,48162
2360	3,48238
2361	3,48314
2362	3,4839
2363	3,48466
2364	3,48542
2365	3,48619
2366	3,48695
2367	3,48771
2368	3,48847
2369	3,48923
2370	3,48999
2371	3,49075
2372	3,49151
2373	3,49228
2374	3,49304
2375	3,4938
2376	3,49456
2377	3,49532
2378	3,49608
2379	3,49684
2380	3,4976
2381	3,49836
2382	3,49912
2383	3,49988
2384	3,50064
2385	3,50141
2386	3,50217
2387	3,50293
2388	3,50369
2389	3,50445
2390	3,50521
2391	3,50597
2392	3,50673
2393	3,50749
2394	3,50825
2395	3,50901
2396	3,50977
2397	3,51053
2398	3,51129
2399	3,51205
2400	3,51281
2401	3,51357
2402	3,51433
2403	3,51509
2404	3,51584
2405	3,5166
2406	3,51736
2407	3,51812
2408	3,51888
2409	3,51964
2410	3,5204
2411	3,52116
2412	3,52192
2413	3,52268
2414	3,52344
2415	3,5242
2416	3,52496
2417	3,52571
2418	3,52647
2419	3,52723
2420	3,52799
2421	3,52875
2422	3,52951
2423	3,53027
2424	3,53103
2425	3,53178
2426	3,53254
2427	3,5333
2428	3,53406
2429	3,53482
2430	3,53558
2431	3,53633
2432	3,53709
2433	3,53785
2434	3,53861
2435	3,53937
2436	3,54012
2437	3,54088
2438	3,54164
2439	3,5424
2440	3,54316
2441	3,54391
2442	3,54467
2443	3,54543
2444	3,54619
2445	3,54694
2446	3,5477
2447	3,54846
2448	3,54922
2449	3,54997
2450	3,55073
2451	3,55149
2452	3,55225
2453	3,553
2454	3,55376
2455	3,55452
2456	3,55527
2457	3,55603
2458	3,55679
2459	3,55754
2460	3,5583
2461	3,55906
2462	3,55982
2463	3,56057
2464	3,56133
2465	3,56208
2466	3,56284
2467	3,5636
2468	3,56435
2469	3,56511
2470	3,56587
2471	3,56662
2472	3,56738
2473	3,56814
2474	3,56889
2475	3,56965
2476	3,5704
2477	3,57116
2478	3,57192
2479	3,57267
2480	3,57343
2481	3,57418
2482	3,57494
2483	3,57569
2484	3,57645
2485	3,57721
2486	3,57796
2487	3,57872
2488	3,57947
2489	3,58023
2490	3,58098
2491	3,58174
2492	3,58249
2493	3,58325
2494	3,584
2495	3,58476
2496	3,58551
2497	3,58627
2498	3,58702
2499	3,58778
2500	3,58853
2501	3,58929
2502	3,59004
2503	3,5908
2504	3,59155
2505	3,59231
2506	3,59306
2507	3,59382
2508	3,59457
2509	3,59533
2510	3,59608
2511	3,59683
2512	3,59759
2513	3,59834
2514	3,5991
2515	3,59985
2516	3,60061
2517	3,60136
2518	3,60211
2519	3,60287
2520	3,60362
2521	3,60438
2522	3,60513
2523	3,60588
2524	3,60664
2525	3,60739
2526	3,60814
2527	3,6089
2528	3,60965
2529	3,6104
2530	3,61116
2531	3,61191
2532	3,61267
2533	3,61342
2534	3,61417
2535	3,61492
2536	3,61568
2537	3,61643
2538	3,61718
2539	3,61794
2540	3,61869
2541	3,61944
2542	3,6202
2543	3,62095
2544	3,6217
2545	3,62245
2546	3,62321
2547	3,62396
2548	3,62471
2549	3,62546
2550	3,62622
2551	3,62697
2552	3,62772
2553	3,62847
2554	3,62923
2555	3,62998
2556	3,63073
2557	3,63148
2558	3,63224
2559	3,63299
2560	3,63374
2561	3,63449
2562	3,63524
2563	3,636
2564	3,63675
2565	3,6375
2566	3,63825
2567	3,639
2568	3,63975
2569	3,64051
2570	3,64126
2571	3,64201
2572	3,64276
2573	3,64351
2574	3,64426
2575	3,64501
2576	3,64577
2577	3,64652
2578	3,64727
2579	3,64802
2580	3,64877
2581	3,64952
2582	3,65027
2583	3,65102
2584	3,65177
2585	3,65252
2586	3,65327
2587	3,65403
2588	3,65478
2589	3,65553
2590	3,65628
2591	3,65703
2592	3,65778
2593	3,65853
2594	3,65928
2595	3,66003
2596	3,66078
2597	3,66153
2598	3,66228
2599	3,66303
2600	3,66378
2601	3,66453
2602	3,66528
2603	3,66603
2604	3,66678
2605	3,66753
2606	3,66828
2607	3,66903
2608	3,66978
2609	3,67053
2610	3,67128
2611	3,67203
2612	3,67278
2613	3,67353
2614	3,67428
2615	3,67503
2616	3,67578
2617	3,67653
2618	3,67727
2619	3,67802
2620	3,67877
2621	3,67952
2622	3,68027
2623	3,68102
2624	3,68177
2625	3,68252
2626	3,68327
2627	3,68402
2628	3,68476
2629	3,68551
2630	3,68626
2631	3,68701
2632	3,68776
2633	3,68851
2634	3,68926
2635	3,69001
2636	3,69075
2637	3,6915
2638	3,69225
2639	3,693
2640	3,69375
2641	3,6945
2642	3,69524
2643	3,69599
2644	3,69674
2645	3,69749
2646	3,69824
2647	3,69898
2648	3,69973
2649	3,70048
2650	3,70123
2651	3,70197
2652	3,70272
2653	3,70347
2654	3,70422
2655	3,70496
2656	3,70571
2657	3,70646
2658	3,70721
2659	3,70795
2660	3,7087
2661	3,70945
2662	3,7102
2663	3,71094
2664	3,71169
2665	3,71244
2666	3,71318
2667	3,71393
2668	3,71468
2669	3,71543
2670	3,71617
2671	3,71692
2672	3,71767
2673	3,71841
2674	3,71916
2675	3,71991
2676	3,72065
2677	3,7214
2678	3,72215
2679	3,72289
2680	3,72364
2681	3,72438
2682	3,72513
2683	3,72588
2684	3,72662
2685	3,72737
2686	3,72812
2687	3,72886
2688	3,72961
2689	3,73035
2690	3,7311
2691	3,73185
2692	3,73259
2693	3,73334
2694	3,73408
2695	3,73483
2696	3,73557
2697	3,73632
2698	3,73707
2699	3,73781
2700	3,73856
2701	3,7393
2702	3,74005
2703	3,74079
2704	3,74154
2705	3,74228
2706	3,74303
2707	3,74377
2708	3,74452
2709	3,74526
2710	3,74601
2711	3,74675
2712	3,7475
2713	3,74824
2714	3,74899
2715	3,74973
2716	3,75048
2717	3,75122
2718	3,75197
2719	3,75271
2720	3,75346
2721	3,7542
2722	3,75494
2723	3,75569
2724	3,75643
2725	3,75718
2726	3,75792
2727	3,75867
2728	3,75941
2729	3,76015
2730	3,7609
2731	3,76164
2732	3,76239
2733	3,76313
2734	3,76387
2735	3,76462
2736	3,76536
2737	3,76611
2738	3,76685
2739	3,76759
2740	3,76834
2741	3,76908
2742	3,76982
2743	3,77057
2744	3,77131
2745	3,77205
2746	3,7728
2747	3,77354
2748	3,77428
2749	3,77503
2750	3,77577
2751	3,77651
2752	3,77726
2753	3,778
2754	3,77874
2755	3,77948
2756	3,78023
2757	3,78097
2758	3,78171
2759	3,78246
2760	3,7832
2761	3,78394
2762	3,78468
2763	3,78543
2764	3,78617
2765	3,78691
2766	3,78765
2767	3,7884
2768	3,78914
2769	3,78988
2770	3,79062
2771	3,79137
2772	3,79211
2773	3,79285
2774	3,79359
2775	3,79433
2776	3,79508
2777	3,79582
2778	3,79656
2779	3,7973
2780	3,79804
2781	3,79878
2782	3,79953
2783	3,80027
2784	3,80101
2785	3,80175
2786	3,80249
2787	3,80323
2788	3,80398
2789	3,80472
2790	3,80546
2791	3,8062
2792	3,80694
2793	3,80768
2794	3,80842
2795	3,80916
2796	3,8099
2797	3,81065
2798	3,81139
2799	3,81213
2800	3,81287
2801	3,81361
2802	3,81435
2803	3,81509
2804	3,81583
2805	3,81657
2806	3,81731
2807	3,81805
2808	3,81879
2809	3,81953
2810	3,82027
2811	3,82102
2812	3,82176
2813	3,8225
2814	3,82324
2815	3,82398
2816	3,82472
2817	3,82546
2818	3,8262
2819	3,82694
2820	3,82768
2821	3,82842
2822	3,82916
2823	3,8299
2824	3,83064
2825	3,83138
2826	3,83212
2827	3,83285
2828	3,83359
2829	3,83433
2830	3,83507
2831	3,83581
2832	3,83655
2833	3,83729
2834	3,83803
2835	3,83877
2836	3,83951
2837	3,84025
2838	3,84099
2839	3,84173
2840	3,84247
2841	3,84321
2842	3,84394
2843	3,84468
2844	3,84542
2845	3,84616
2846	3,8469
2847	3,84764
2848	3,84838
2849	3,84912
2850	3,84985
2851	3,85059
2852	3,85133
2853	3,85207
2854	3,85281
2855	3,85355
2856	3,85428
2857	3,85502
2858	3,85576
2859	3,8565
2860	3,85724
2861	3,85798
2862	3,85871
2863	3,85945
2864	3,86019
2865	3,86093
2866	3,86167
2867	3,8624
2868	3,86314
2869	3,86388
2870	3,86462
2871	3,86535
2872	3,86609
2873	3,86683
2874	3,86757
2875	3,8683
2876	3,86904
2877	3,86978
2878	3,87052
2879	3,87125
2880	3,87199
2881	3,87273
2882	3,87347
2883	3,8742
2884	3,87494
2885	3,87568
2886	3,87641
2887	3,87715
2888	3,87789
2889	3,87862
2890	3,87936
2891	3,8801
2892	3,88083
2893	3,88157
2894	3,88231
2895	3,88304
2896	3,88378
2897	3,88452
2898	3,88525
2899	3,88599
2900	3,88673
2901	3,88746
2902	3,8882
2903	3,88894
2904	3,88967
2905	3,89041
2906	3,89114
2907	3,89188
2908	3,89262
2909	3,89335
2910	3,89409
2911	3,89482
2912	3,89556
2913	3,8963
2914	3,89703
2915	3,89777
2916	3,8985
2917	3,89924
2918	3,89997
2919	3,90071
2920	3,90144
2921	3,90218
2922	3,90292
2923	3,90365
2924	3,90439
2925	3,90512
2926	3,90586
2927	3,90659
2928	3,90733
2929	3,90806
2930	3,9088
2931	3,90953
2932	3,91027
2933	3,911
2934	3,91174
2935	3,91247
2936	3,91321
2937	3,91394
2938	3,91468
2939	3,91541
2940	3,91614
2941	3,91688
2942	3,91761
2943	3,91835
2944	3,91908
2945	3,91982
2946	3,92055
2947	3,92129
2948	3,92202
2949	3,92275
2950	3,92349
2951	3,92422
2952	3,92496
2953	3,92569
2954	3,92642
2955	3,92716
2956	3,92789
2957	3,92863
2958	3,92936
2959	3,93009
2960	3,93083
2961	3,93156
2962	3,93229
2963	3,93303
2964	3,93376
2965	3,93449
2966	3,93523
2967	3,93596
2968	3,93669
2969	3,93743
2970	3,93816
2971	3,93889
2972	3,93963
2973	3,94036
2974	3,94109
2975	3,94183
2976	3,94256
2977	3,94329
2978	3,94403
2979	3,94476
2980	3,94549
2981	3,94622
2982	3,94696
2983	3,94769
2984	3,94842
2985	3,94915
2986	3,94989
2987	3,95062
2988	3,95135
2989	3,95208
2990	3,95282
2991	3,95355
2992	3,95428
2993	3,95501
2994	3,95575
2995	3,95648
2996	3,95721
2997	3,95794
2998	3,95867
2999	3,95941
3000	3,96014
3001	3,96087
3002	3,9616
3003	3,96233
3004	3,96306
3005	3,9638
3006	3,96453
3007	3,96526
3008	3,96599
3009	3,96672
3010	3,96745
3011	3,96819
3012	3,96892
3013	3,96965
3014	3,97038
3015	3,97111
3016	3,97184
3017	3,97257
3018	3,9733
3019	3,97404
3020	3,97477
3021	3,9755
3022	3,97623
3023	3,97696
3024	3,97769
3025	3,97842
3026	3,97915
3027	3,97988
3028	3,98061
3029	3,98134
3030	3,98207
3031	3,9828
3032	3,98353
3033	3,98427
3034	3,985
3035	3,98573
3036	3,98646
3037	3,98719
3038	3,98792
3039	3,98865
3040	3,98938
3041	3,99011
3042	3,99084
3043	3,99157
3044	3,9923
3045	3,99303
3046	3,99376
3047	3,99449
3048	3,99522
3049	3,99595
3050	3,99668
3051	3,99741
3052	3,99814
3053	3,99887
3054	3,99959
3055	4,00032
3056	4,00105
3057	4,00178
3058	4,00251
3059	4,00324
3060	4,00397
3061	4,0047
3062	4,00543
3063	4,00616
3064	4,00689
3065	4,00762
3066	4,00835
3067	4,00907
3068	4,0098
3069	4,01053
3070	4,01126
3071	4,01199
3072	4,01272
3073	4,01345
3074	4,01418
3075	4,0149
3076	4,01563
3077	4,01636
3078	4,01709
3079	4,01782
3080	4,01855
3081	4,01928
3082	4,02
3083	4,02073
3084	4,02146
3085	4,02219
3086	4,02292
3087	4,02364
3088	4,02437
3089	4,0251
3090	4,02583
3091	4,02656
3092	4,02728
3093	4,02801
3094	4,02874
3095	4,02947
3096	4,0302
3097	4,03092
3098	4,03165
3099	4,03238
3100	4,03311
3101	4,03383
3102	4,03456
3103	4,03529
3104	4,03602
3105	4,03674
3106	4,03747
3107	4,0382
3108	4,03892
3109	4,03965
3110	4,04038
3111	4,04111
3112	4,04183
3113	4,04256
3114	4,04329
3115	4,04401
3116	4,04474
3117	4,04547
3118	4,04619
3119	4,04692
3120	4,04765
3121	4,04837
3122	4,0491
3123	4,04983
3124	4,05055
3125	4,05128
3126	4,05201
3127	4,05273
3128	4,05346
3129	4,05418
3130	4,05491
3131	4,05564
3132	4,05636
3133	4,05709
3134	4,05782
3135	4,05854
3136	4,05927
3137	4,05999
3138	4,06072
3139	4,06144
3140	4,06217
3141	4,0629
3142	4,06362
3143	4,06435
3144	4,06507
3145	4,0658
3146	4,06652
3147	4,06725
3148	4,06797
3149	4,0687
3150	4,06943
3151	4,07015
3152	4,07088
3153	4,0716
3154	4,07233
3155	4,07305
3156	4,07378
3157	4,0745
3158	4,07523
3159	4,07595
3160	4,07668
3161	4,0774
3162	4,07813
3163	4,07885
3164	4,07958
3165	4,0803
3166	4,08103
3167	4,08175
3168	4,08247
3169	4,0832
3170	4,08392
3171	4,08465
3172	4,08537
3173	4,0861
3174	4,08682
3175	4,08754
3176	4,08827
3177	4,08899
3178	4,08972
3179	4,09044
3180	4,09117
3181	4,09189
3182	4,09261
3183	4,09334
3184	4,09406
3185	4,09478
3186	4,09551
3187	4,09623
3188	4,09696
3189	4,09768
3190	4,0984
3191	4,09913
3192	4,09985
3193	4,10057
3194	4,1013
3195	4,10202
3196	4,10274
3197	4,10347
3198	4,10419
3199	4,10491
3200	4,10564
3201	4,10636
3202	4,10708
3203	4,10781
3204	4,10853
3205	4,10925
3206	4,10997
3207	4,1107
3208	4,11142
3209	4,11214
3210	4,11287
3211	4,11359
3212	4,11431
3213	4,11503
3214	4,11576
3215	4,11648
3216	4,1172
3217	4,11792
3218	4,11865
3219	4,11937
3220	4,12009
3221	4,12081
3222	4,12154
3223	4,12226
3224	4,12298
3225	4,1237
3226	4,12442
3227	4,12515
3228	4,12587
3229	4,12659
3230	4,12731
3231	4,12803
3232	4,12876
3233	4,12948
3234	4,1302
3235	4,13092
3236	4,13164
3237	4,13236
3238	4,13308
3239	4,13381
3240	4,13453
3241	4,13525
3242	4,13597
3243	4,13669
3244	4,13741
3245	4,13813
3246	4,13886
3247	4,13958
3248	4,1403
3249	4,14102
3250	4,14174
3251	4,14246
3252	4,14318
3253	4,1439
3254	4,14462
3255	4,14534
3256	4,14606
3257	4,14679
3258	4,14751
3259	4,14823
3260	4,14895
3261	4,14967
3262	4,15039
3263	4,15111
3264	4,15183
3265	4,15255
3266	4,15327
3267	4,15399
3268	4,15471
3269	4,15543
3270	4,15615
3271	4,15687
3272	4,15759
3273	4,15831
3274	4,15903
3275	4,15975
3276	4,16047
3277	4,16119
3278	4,16191
3279	4,16263
3280	4,16335
3281	4,16407
3282	4,16479
3283	4,16551
3284	4,16623
3285	4,16695
3286	4,16767
3287	4,16839
3288	4,16911
3289	4,16983
3290	4,17054
3291	4,17126
3292	4,17198
3293	4,1727
3294	4,17342
3295	4,17414
3296	4,17486
3297	4,17558
3298	4,1763
3299	4,17702
3300	4,17773
3301	4,17845
3302	4,17917
3303	4,17989
3304	4,18061
3305	4,18133
3306	4,18205
3307	4,18277
3308	4,18348
3309	4,1842
3310	4,18492
3311	4,18564
3312	4,18636
3313	4,18708
3314	4,18779
3315	4,18851
3316	4,18923
3317	4,18995
3318	4,19067
3319	4,19138
3320	4,1921
3321	4,19282
3322	4,19354
3323	4,19426
3324	4,19497
3325	4,19569
3326	4,19641
3327	4,19713
3328	4,19785
3329	4,19856
3330	4,19928
3331	4,2
3332	4,20072
3333	4,20143
3334	4,20215
3335	4,20287
3336	4,20358
3337	4,2043
3338	4,20502
3339	4,20574
3340	4,20645
3341	4,20717
3342	4,20789
3343	4,2086
3344	4,20932
3345	4,21004
3346	4,21076
3347	4,21147
3348	4,21219
3349	4,21291
3350	4,21362
3351	4,21434
3352	4,21506
3353	4,21577
3354	4,21649
3355	4,21721
3356	4,21792
3357	4,21864
3358	4,21935
3359	4,22007
3360	4,22079
3361	4,2215
3362	4,22222
3363	4,22294
3364	4,22365
3365	4,22437
3366	4,22508
3367	4,2258
3368	4,22652
3369	4,22723
3370	4,22795
3371	4,22866
3372	4,22938
3373	4,23009
3374	4,23081
3375	4,23153
3376	4,23224
3377	4,23296
3378	4,23367
3379	4,23439
3380	4,2351
3381	4,23582
3382	4,23653
3383	4,23725
3384	4,23796
3385	4,23868
3386	4,2394
3387	4,24011
3388	4,24083
3389	4,24154
3390	4,24226
3391	4,24297
3392	4,24369
3393	4,2444
3394	4,24511
3395	4,24583
3396	4,24654
3397	4,24726
3398	4,24797
3399	4,24869
3400	4,2494
3401	4,25012
3402	4,25083
3403	4,25155
3404	4,25226
3405	4,25298
3406	4,25369
3407	4,2544
3408	4,25512
3409	4,25583
3410	4,25655
3411	4,25726
3412	4,25797
3413	4,25869
3414	4,2594
3415	4,26012
3416	4,26083
3417	4,26154
3418	4,26226
3419	4,26297
3420	4,26369
3421	4,2644
3422	4,26511
3423	4,26583
3424	4,26654
3425	4,26725
3426	4,26797
3427	4,26868
3428	4,26939
3429	4,27011
3430	4,27082
3431	4,27153
3432	4,27225
3433	4,27296
3434	4,27367
3435	4,27439
3436	4,2751
3437	4,27581
3438	4,27652
3439	4,27724
3440	4,27795
3441	4,27866
3442	4,27938
3443	4,28009
3444	4,2808
3445	4,28151
3446	4,28223
3447	4,28294
3448	4,28365
3449	4,28436
3450	4,28508
3451	4,28579
3452	4,2865
3453	4,28721
3454	4,28793
3455	4,28864
3456	4,28935
3457	4,29006
3458	4,29077
3459	4,29149
3460	4,2922
3461	4,29291
3462	4,29362
3463	4,29433
3464	4,29505
3465	4,29576
3466	4,29647
3467	4,29718
3468	4,29789
3469	4,2986
3470	4,29932
3471	4,30003
3472	4,30074
3473	4,30145
3474	4,30216
3475	4,30287
3476	4,30358
3477	4,3043
3478	4,30501
3479	4,30572
3480	4,30643
3481	4,30714
3482	4,30785
3483	4,30856
3484	4,30927
3485	4,30998
3486	4,3107
3487	4,31141
3488	4,31212
3489	4,31283
3490	4,31354
3491	4,31425
3492	4,31496
3493	4,31567
3494	4,31638
3495	4,31709
3496	4,3178
3497	4,31851
3498	4,31922
3499	4,31993
3500	4,32064
3501	4,32135
3502	4,32206
3503	4,32277
3504	4,32348
3505	4,32419
3506	4,3249
3507	4,32561
3508	4,32632
3509	4,32703
3510	4,32774
3511	4,32845
3512	4,32916
3513	4,32987
3514	4,33058
3515	4,33129
3516	4,332
3517	4,33271
3518	4,33342
3519	4,33413
3520	4,33484
3521	4,33555
3522	4,33626
3523	4,33697
3524	4,33768
3525	4,33839
3526	4,3391
3527	4,3398
3528	4,34051
3529	4,34122
3530	4,34193
3531	4,34264
3532	4,34335
3533	4,34406
3534	4,34477
3535	4,34548
3536	4,34618
3537	4,34689
3538	4,3476
3539	4,34831
3540	4,34902
3541	4,34973
3542	4,35044
3543	4,35114
3544	4,35185
3545	4,35256
3546	4,35327
3547	4,35398
3548	4,35469
3549	4,35539
3550	4,3561
3551	4,35681
3552	4,35752
3553	4,35823
3554	4,35894
3555	4,35964
3556	4,36035
3557	4,36106
3558	4,36177
3559	4,36247
3560	4,36318
3561	4,36389
3562	4,3646
3563	4,36531
3564	4,36601
3565	4,36672
3566	4,36743
3567	4,36814
3568	4,36884
3569	4,36955
3570	4,37026
3571	4,37096
3572	4,37167
3573	4,37238
3574	4,37309
3575	4,37379
3576	4,3745
3577	4,37521
3578	4,37591
3579	4,37662
3580	4,37733
3581	4,37803
3582	4,37874
3583	4,37945
3584	4,38015
3585	4,38086
3586	4,38157
3587	4,38227
3588	4,38298
3589	4,38369
3590	4,38439
3591	4,3851
3592	4,38581
3593	4,38651
3594	4,38722
3595	4,38793
3596	4,38863
3597	4,38934
3598	4,39004
3599	4,39075
3600	4,39146
3601	4,39216
3602	4,39287
3603	4,39357
3604	4,39428
3605	4,39499
3606	4,39569
3607	4,3964
3608	4,3971
3609	4,39781
3610	4,39851
3611	4,39922
3612	4,39993
