Time [sec] - Plot 0	Current [mA] - Plot 0
3613	4,40063
3614	4,40134
3615	4,40204
3616	4,40275
3617	4,40345
3618	4,40416
3619	4,40486
3620	4,40557
3621	4,40627
3622	4,40698
3623	4,40768
3624	4,40839
3625	4,40909
3626	4,4098
3627	4,4105
3628	4,41121
3629	4,41191
3630	4,41262
3631	4,41332
3632	4,41403
3633	4,41473
3634	4,41544
3635	4,41614
3636	4,41685
3637	4,41755
3638	4,41825
3639	4,41896
3640	4,41966
3641	4,42037
3642	4,42107
3643	4,42178
3644	4,42248
3645	4,42318
3646	4,42389
3647	4,42459
3648	4,4253
3649	4,426
3650	4,4267
3651	4,42741
3652	4,42811
3653	4,42882
3654	4,42952
3655	4,43022
3656	4,43093
3657	4,43163
3658	4,43233
3659	4,43304
3660	4,43374
3661	4,43444
3662	4,43515
3663	4,43585
3664	4,43655
3665	4,43726
3666	4,43796
3667	4,43866
3668	4,43937
3669	4,44007
3670	4,44077
3671	4,44148
3672	4,44218
3673	4,44288
3674	4,44358
3675	4,44429
3676	4,44499
3677	4,44569
3678	4,4464
3679	4,4471
3680	4,4478
3681	4,4485
3682	4,44921
3683	4,44991
3684	4,45061
3685	4,45131
3686	4,45202
3687	4,45272
3688	4,45342
3689	4,45412
3690	4,45482
3691	4,45553
3692	4,45623
3693	4,45693
3694	4,45763
3695	4,45834
3696	4,45904
3697	4,45974
3698	4,46044
3699	4,46114
3700	4,46184
3701	4,46255
3702	4,46325
3703	4,46395
3704	4,46465
3705	4,46535
3706	4,46605
3707	4,46676
3708	4,46746
3709	4,46816
3710	4,46886
3711	4,46956
3712	4,47026
3713	4,47096
3714	4,47166
3715	4,47237
3716	4,47307
3717	4,47377
3718	4,47447
3719	4,47517
3720	4,47587
3721	4,47657
3722	4,47727
3723	4,47797
3724	4,47867
3725	4,47938
3726	4,48008
3727	4,48078
3728	4,48148
3729	4,48218
3730	4,48288
3731	4,48358
3732	4,48428
3733	4,48498
3734	4,48568
3735	4,48638
3736	4,48708
3737	4,48778
3738	4,48848
3739	4,48918
3740	4,48988
3741	4,49058
3742	4,49128
3743	4,49198
3744	4,49268
3745	4,49338
3746	4,49408
3747	4,49478
3748	4,49548
3749	4,49618
3750	4,49688
3751	4,49758
3752	4,49828
3753	4,49898
3754	4,49968
3755	4,50038
3756	4,50108
3757	4,50178
3758	4,50247
3759	4,50317
3760	4,50387
3761	4,50457
3762	4,50527
3763	4,50597
3764	4,50667
3765	4,50737
3766	4,50807
3767	4,50877
3768	4,50947
3769	4,51016
3770	4,51086
3771	4,51156
3772	4,51226
3773	4,51296
3774	4,51366
3775	4,51436
3776	4,51505
3777	4,51575
3778	4,51645
3779	4,51715
3780	4,51785
3781	4,51855
3782	4,51925
3783	4,51994
3784	4,52064
3785	4,52134
3786	4,52204
3787	4,52274
3788	4,52343
3789	4,52413
3790	4,52483
3791	4,52553
3792	4,52623
3793	4,52692
3794	4,52762
3795	4,52832
3796	4,52902
3797	4,52971
3798	4,53041
3799	4,53111
3800	4,53181
3801	4,5325
3802	4,5332
3803	4,5339
3804	4,5346
3805	4,53529
3806	4,53599
3807	4,53669
3808	4,53739
3809	4,53808
3810	4,53878
3811	4,53948
3812	4,54017
3813	4,54087
3814	4,54157
3815	4,54226
3816	4,54296
3817	4,54366
3818	4,54435
3819	4,54505
3820	4,54575
3821	4,54644
3822	4,54714
3823	4,54784
3824	4,54853
3825	4,54923
3826	4,54993
3827	4,55062
3828	4,55132
3829	4,55202
3830	4,55271
3831	4,55341
3832	4,5541
3833	4,5548
3834	4,5555
3835	4,55619
3836	4,55689
3837	4,55759
3838	4,55828
3839	4,55898
3840	4,55967
3841	4,56037
3842	4,56106
3843	4,56176
3844	4,56246
3845	4,56315
3846	4,56385
3847	4,56454
3848	4,56524
3849	4,56593
3850	4,56663
3851	4,56732
3852	4,56802
3853	4,56871
3854	4,56941
3855	4,5701
3856	4,5708
3857	4,57149
3858	4,57219
3859	4,57288
3860	4,57358
3861	4,57427
3862	4,57497
3863	4,57566
3864	4,57636
3865	4,57705
3866	4,57775
3867	4,57844
3868	4,57914
3869	4,57983
3870	4,58053
3871	4,58122
3872	4,58192
3873	4,58261
3874	4,5833
3875	4,584
3876	4,58469
3877	4,58539
3878	4,58608
3879	4,58678
3880	4,58747
3881	4,58816
3882	4,58886
3883	4,58955
3884	4,59025
3885	4,59094
3886	4,59163
3887	4,59233
3888	4,59302
3889	4,59372
3890	4,59441
3891	4,5951
3892	4,5958
3893	4,59649
3894	4,59718
3895	4,59788
3896	4,59857
3897	4,59926
3898	4,59996
3899	4,60065
3900	4,60134
3901	4,60204
3902	4,60273
3903	4,60342
3904	4,60412
3905	4,60481
3906	4,6055
3907	4,60619
3908	4,60689
3909	4,60758
3910	4,60827
3911	4,60897
3912	4,60966
3913	4,61035
3914	4,61104
3915	4,61174
3916	4,61243
3917	4,61312
3918	4,61381
3919	4,61451
3920	4,6152
3921	4,61589
3922	4,61658
3923	4,61728
3924	4,61797
3925	4,61866
3926	4,61935
3927	4,62004
3928	4,62074
3929	4,62143
3930	4,62212
3931	4,62281
3932	4,6235
3933	4,6242
3934	4,62489
3935	4,62558
3936	4,62627
3937	4,62696
3938	4,62765
3939	4,62835
3940	4,62904
3941	4,62973
3942	4,63042
3943	4,63111
3944	4,6318
3945	4,6325
3946	4,63319
3947	4,63388
3948	4,63457
3949	4,63526
3950	4,63595
3951	4,63664
3952	4,63733
3953	4,63802
3954	4,63872
3955	4,63941
3956	4,6401
3957	4,64079
3958	4,64148
3959	4,64217
3960	4,64286
3961	4,64355
3962	4,64424
3963	4,64493
3964	4,64562
3965	4,64631
3966	4,647
3967	4,64769
3968	4,64838
3969	4,64907
3970	4,64976
3971	4,65045
3972	4,65114
3973	4,65183
3974	4,65252
3975	4,65321
3976	4,6539
3977	4,65459
3978	4,65528
3979	4,65597
3980	4,65666
3981	4,65735
3982	4,65804
3983	4,65873
3984	4,65942
3985	4,66011
3986	4,6608
3987	4,66149
3988	4,66218
3989	4,66287
3990	4,66356
3991	4,66425
3992	4,66494
3993	4,66563
3994	4,66632
3995	4,66701
3996	4,6677
3997	4,66839
3998	4,66907
3999	4,66976
4000	4,67045
4001	4,67114
4002	4,67183
4003	4,67252
4004	4,67321
4005	4,6739
4006	4,67459
4007	4,67527
4008	4,67596
4009	4,67665
4010	4,67734
4011	4,67803
4012	4,67872
4013	4,6794
4014	4,68009
4015	4,68078
4016	4,68147
4017	4,68216
4018	4,68285
4019	4,68353
4020	4,68422
4021	4,68491
4022	4,6856
4023	4,68629
4024	4,68697
4025	4,68766
4026	4,68835
4027	4,68904
4028	4,68973
4029	4,69041
4030	4,6911
4031	4,69179
4032	4,69248
4033	4,69316
4034	4,69385
4035	4,69454
4036	4,69523
4037	4,69591
4038	4,6966
4039	4,69729
4040	4,69798
4041	4,69866
4042	4,69935
4043	4,70004
4044	4,70072
4045	4,70141
4046	4,7021
4047	4,70279
4048	4,70347
4049	4,70416
4050	4,70485
4051	4,70553
4052	4,70622
4053	4,70691
4054	4,70759
4055	4,70828
4056	4,70897
4057	4,70965
4058	4,71034
4059	4,71103
4060	4,71171
4061	4,7124
4062	4,71308
4063	4,71377
4064	4,71446
4065	4,71514
4066	4,71583
4067	4,71652
4068	4,7172
4069	4,71789
4070	4,71857
4071	4,71926
4072	4,71995
4073	4,72063
4074	4,72132
4075	4,722
4076	4,72269
4077	4,72337
4078	4,72406
4079	4,72474
4080	4,72543
4081	4,72612
4082	4,7268
4083	4,72749
4084	4,72817
4085	4,72886
4086	4,72954
4087	4,73023
4088	4,73091
4089	4,7316
4090	4,73228
4091	4,73297
4092	4,73365
4093	4,73434
4094	4,73502
4095	4,73571
4096	4,73639
4097	4,73708
4098	4,73776
4099	4,73845
4100	4,73913
4101	4,73982
4102	4,7405
4103	4,74119
4104	4,74187
4105	4,74255
4106	4,74324
4107	4,74392
4108	4,74461
4109	4,74529
4110	4,74598
4111	4,74666
4112	4,74734
4113	4,74803
4114	4,74871
4115	4,7494
4116	4,75008
4117	4,75076
4118	4,75145
4119	4,75213
4120	4,75282
4121	4,7535
4122	4,75418
4123	4,75487
4124	4,75555
4125	4,75623
4126	4,75692
4127	4,7576
4128	4,75829
4129	4,75897
4130	4,75965
4131	4,76034
4132	4,76102
4133	4,7617
4134	4,76239
4135	4,76307
4136	4,76375
4137	4,76443
4138	4,76512
4139	4,7658
4140	4,76648
4141	4,76717
4142	4,76785
4143	4,76853
4144	4,76921
4145	4,7699
4146	4,77058
4147	4,77126
4148	4,77195
4149	4,77263
4150	4,77331
4151	4,77399
4152	4,77468
4153	4,77536
4154	4,77604
4155	4,77672
4156	4,7774
4157	4,77809
4158	4,77877
4159	4,77945
4160	4,78013
4161	4,78082
4162	4,7815
4163	4,78218
4164	4,78286
4165	4,78354
4166	4,78422
4167	4,78491
4168	4,78559
4169	4,78627
4170	4,78695
4171	4,78763
4172	4,78831
4173	4,789
4174	4,78968
4175	4,79036
4176	4,79104
4177	4,79172
4178	4,7924
4179	4,79308
4180	4,79377
4181	4,79445
4182	4,79513
4183	4,79581
4184	4,79649
4185	4,79717
4186	4,79785
4187	4,79853
4188	4,79921
4189	4,79989
4190	4,80058
4191	4,80126
4192	4,80194
4193	4,80262
4194	4,8033
4195	4,80398
4196	4,80466
4197	4,80534
4198	4,80602
4199	4,8067
4200	4,80738
4201	4,80806
4202	4,80874
4203	4,80942
4204	4,8101
4205	4,81078
4206	4,81146
4207	4,81214
4208	4,81282
4209	4,8135
4210	4,81418
4211	4,81486
4212	4,81554
4213	4,81622
4214	4,8169
4215	4,81758
4216	4,81826
4217	4,81894
4218	4,81962
4219	4,8203
4220	4,82098
4221	4,82166
4222	4,82234
4223	4,82302
4224	4,8237
4225	4,82438
4226	4,82505
4227	4,82573
4228	4,82641
4229	4,82709
4230	4,82777
4231	4,82845
4232	4,82913
4233	4,82981
4234	4,83049
4235	4,83117
4236	4,83184
4237	4,83252
4238	4,8332
4239	4,83388
4240	4,83456
4241	4,83524
4242	4,83592
4243	4,83659
4244	4,83727
4245	4,83795
4246	4,83863
4247	4,83931
4248	4,83999
4249	4,84066
4250	4,84134
4251	4,84202
4252	4,8427
4253	4,84338
4254	4,84406
4255	4,84473
4256	4,84541
4257	4,84609
4258	4,84677
4259	4,84744
4260	4,84812
4261	4,8488
4262	4,84948
4263	4,85016
4264	4,85083
4265	4,85151
4266	4,85219
4267	4,85287
4268	4,85354
4269	4,85422
4270	4,8549
4271	4,85557
4272	4,85625
4273	4,85693
4274	4,85761
4275	4,85828
4276	4,85896
4277	4,85964
4278	4,86031
4279	4,86099
4280	4,86167
4281	4,86234
4282	4,86302
4283	4,8637
4284	4,86438
4285	4,86505
4286	4,86573
4287	4,8664
4288	4,86708
4289	4,86776
4290	4,86843
4291	4,86911
4292	4,86979
4293	4,87046
4294	4,87114
4295	4,87182
4296	4,87249
4297	4,87317
4298	4,87384
4299	4,87452
4300	4,8752
4301	4,87587
4302	4,87655
4303	4,87722
4304	4,8779
4305	4,87858
4306	4,87925
4307	4,87993
4308	4,8806
4309	4,88128
4310	4,88195
4311	4,88263
4312	4,8833
4313	4,88398
4314	4,88466
4315	4,88533
4316	4,88601
4317	4,88668
4318	4,88736
4319	4,88803
4320	4,88871
4321	4,88938
4322	4,89006
4323	4,89073
4324	4,89141
4325	4,89208
4326	4,89276
4327	4,89343
4328	4,89411
4329	4,89478
4330	4,89546
4331	4,89613
4332	4,8968
4333	4,89748
4334	4,89815
4335	4,89883
4336	4,8995
4337	4,90018
4338	4,90085
4339	4,90153
4340	4,9022
4341	4,90287
4342	4,90355
4343	4,90422
4344	4,9049
4345	4,90557
4346	4,90624
4347	4,90692
4348	4,90759
4349	4,90827
4350	4,90894
4351	4,90961
4352	4,91029
4353	4,91096
4354	4,91164
4355	4,91231
4356	4,91298
4357	4,91366
4358	4,91433
4359	4,915
4360	4,91568
4361	4,91635
4362	4,91702
4363	4,9177
4364	4,91837
4365	4,91904
4366	4,91972
4367	4,92039
4368	4,92106
4369	4,92173
4370	4,92241
4371	4,92308
4372	4,92375
4373	4,92443
4374	4,9251
4375	4,92577
4376	4,92644
4377	4,92712
4378	4,92779
4379	4,92846
4380	4,92913
4381	4,92981
4382	4,93048
4383	4,93115
4384	4,93182
4385	4,9325
4386	4,93317
4387	4,93384
4388	4,93451
4389	4,93518
4390	4,93586
4391	4,93653
4392	4,9372
4393	4,93787
4394	4,93854
4395	4,93922
4396	4,93989
4397	4,94056
4398	4,94123
4399	4,9419
4400	4,94257
4401	4,94325
4402	4,94392
4403	4,94459
4404	4,94526
4405	4,94593
4406	4,9466
4407	4,94727
4408	4,94795
4409	4,94862
4410	4,94929
4411	4,94996
4412	4,95063
4413	4,9513
4414	4,95197
4415	4,95264
4416	4,95331
4417	4,95399
4418	4,95466
4419	4,95533
4420	4,956
4421	4,95667
4422	4,95734
4423	4,95801
4424	4,95868
4425	4,95935
4426	4,96002
4427	4,96069
4428	4,96136
4429	4,96203
4430	4,9627
4431	4,96337
4432	4,96404
4433	4,96471
4434	4,96538
4435	4,96605
4436	4,96672
4437	4,96739
4438	4,96806
4439	4,96873
4440	4,9694
4441	4,97007
4442	4,97074
4443	4,97141
4444	4,97208
4445	4,97275
4446	4,97342
4447	4,97409
4448	4,97476
4449	4,97543
4450	4,9761
4451	4,97677
4452	4,97744
4453	4,97811
4454	4,97878
4455	4,97945
4456	4,98011
4457	4,98078
4458	4,98145
4459	4,98212
4460	4,98279
4461	4,98346
4462	4,98413
4463	4,9848
4464	4,98547
4465	4,98613
4466	4,9868
4467	4,98747
4468	4,98814
4469	4,98881
4470	4,98948
4471	4,99015
4472	4,99081
4473	4,99148
4474	4,99215
4475	4,99282
4476	4,99349
4477	4,99416
4478	4,99482
4479	4,99549
4480	4,99616
4481	4,99683
4482	4,9975
4483	4,99816
4484	4,99883
4485	4,9995
4486	5,00017
4487	5,00084
4488	5,0015
4489	5,00217
4490	5,00284
4491	5,00351
4492	5,00417
4493	5,00484
4494	5,00551
4495	5,00618
4496	5,00684
4497	5,00751
4498	5,00818
4499	5,00885
4500	5,00951
4501	5,01018
4502	5,01085
4503	5,01151
4504	5,01218
4505	5,01285
4506	5,01352
4507	5,01418
4508	5,01485
4509	5,01552
4510	5,01618
4511	5,01685
4512	5,01752
4513	5,01818
4514	5,01885
4515	5,01952
4516	5,02018
4517	5,02085
4518	5,02151
4519	5,02218
4520	5,02285
4521	5,02351
4522	5,02418
4523	5,02485
4524	5,02551
4525	5,02618
4526	5,02684
4527	5,02751
4528	5,02818
4529	5,02884
4530	5,02951
4531	5,03017
4532	5,03084
4533	5,03151
4534	5,03217
4535	5,03284
4536	5,0335
4537	5,03417
4538	5,03483
4539	5,0355
4540	5,03616
4541	5,03683
4542	5,0375
4543	5,03816
4544	5,03883
4545	5,03949
4546	5,04016
4547	5,04082
4548	5,04149
4549	5,04215
4550	5,04282
4551	5,04348
4552	5,04415
4553	5,04481
4554	5,04548
4555	5,04614
4556	5,0468
4557	5,04747
4558	5,04813
4559	5,0488
4560	5,04946
4561	5,05013
4562	5,05079
4563	5,05146
4564	5,05212
4565	5,05279
4566	5,05345
4567	5,05411
4568	5,05478
4569	5,05544
4570	5,05611
4571	5,05677
4572	5,05743
4573	5,0581
4574	5,05876
4575	5,05943
4576	5,06009
4577	5,06075
4578	5,06142
4579	5,06208
4580	5,06274
4581	5,06341
4582	5,06407
4583	5,06474
4584	5,0654
4585	5,06606
4586	5,06673
4587	5,06739
4588	5,06805
4589	5,06872
4590	5,06938
4591	5,07004
4592	5,0707
4593	5,07137
4594	5,07203
4595	5,07269
4596	5,07336
4597	5,07402
4598	5,07468
4599	5,07534
4600	5,07601
4601	5,07667
4602	5,07733
4603	5,078
4604	5,07866
4605	5,07932
4606	5,07998
4607	5,08065
4608	5,08131
4609	5,08197
4610	5,08263
4611	5,08329
4612	5,08396
4613	5,08462
4614	5,08528
4615	5,08594
4616	5,08661
4617	5,08727
4618	5,08793
4619	5,08859
4620	5,08925
4621	5,08991
4622	5,09058
4623	5,09124
4624	5,0919
4625	5,09256
4626	5,09322
4627	5,09388
4628	5,09455
4629	5,09521
4630	5,09587
4631	5,09653
4632	5,09719
4633	5,09785
4634	5,09851
4635	5,09918
4636	5,09984
4637	5,1005
4638	5,10116
4639	5,10182
4640	5,10248
4641	5,10314
4642	5,1038
4643	5,10446
4644	5,10512
4645	5,10578
4646	5,10645
4647	5,10711
4648	5,10777
4649	5,10843
4650	5,10909
4651	5,10975
4652	5,11041
4653	5,11107
4654	5,11173
4655	5,11239
4656	5,11305
4657	5,11371
4658	5,11437
4659	5,11503
4660	5,11569
4661	5,11635
4662	5,11701
4663	5,11767
4664	5,11833
4665	5,11899
4666	5,11965
4667	5,12031
4668	5,12097
4669	5,12163
4670	5,12229
4671	5,12295
4672	5,12361
4673	5,12427
4674	5,12493
4675	5,12559
4676	5,12624
4677	5,1269
4678	5,12756
4679	5,12822
4680	5,12888
4681	5,12954
4682	5,1302
4683	5,13086
4684	5,13152
4685	5,13218
4686	5,13284
4687	5,13349
4688	5,13415
4689	5,13481
4690	5,13547
4691	5,13613
4692	5,13679
4693	5,13745
4694	5,1381
4695	5,13876
4696	5,13942
4697	5,14008
4698	5,14074
4699	5,1414
4700	5,14205
4701	5,14271
4702	5,14337
4703	5,14403
4704	5,14469
4705	5,14535
4706	5,146
4707	5,14666
4708	5,14732
4709	5,14798
4710	5,14863
4711	5,14929
4712	5,14995
4713	5,15061
4714	5,15127
4715	5,15192
4716	5,15258
4717	5,15324
4718	5,1539
4719	5,15455
4720	5,15521
4721	5,15587
4722	5,15652
4723	5,15718
4724	5,15784
4725	5,1585
4726	5,15915
4727	5,15981
4728	5,16047
4729	5,16112
4730	5,16178
4731	5,16244
4732	5,16309
4733	5,16375
4734	5,16441
4735	5,16506
4736	5,16572
4737	5,16638
4738	5,16703
4739	5,16769
4740	5,16835
4741	5,169
4742	5,16966
4743	5,17032
4744	5,17097
4745	5,17163
4746	5,17228
4747	5,17294
4748	5,1736
4749	5,17425
4750	5,17491
4751	5,17556
4752	5,17622
4753	5,17688
4754	5,17753
4755	5,17819
4756	5,17884
4757	5,1795
4758	5,18016
4759	5,18081
4760	5,18147
4761	5,18212
4762	5,18278
4763	5,18343
4764	5,18409
4765	5,18474
4766	5,1854
4767	5,18605
4768	5,18671
4769	5,18736
4770	5,18802
4771	5,18867
4772	5,18933
4773	5,18998
4774	5,19064
4775	5,19129
4776	5,19195
4777	5,1926
4778	5,19326
4779	5,19391
4780	5,19457
4781	5,19522
4782	5,19588
4783	5,19653
4784	5,19719
4785	5,19784
4786	5,19849
4787	5,19915
4788	5,1998
4789	5,20046
4790	5,20111
4791	5,20176
4792	5,20242
4793	5,20307
4794	5,20373
4795	5,20438
4796	5,20503
4797	5,20569
4798	5,20634
4799	5,207
4800	5,20765
4801	5,2083
4802	5,20896
4803	5,20961
4804	5,21026
4805	5,21092
4806	5,21157
4807	5,21222
4808	5,21288
4809	5,21353
4810	5,21418
4811	5,21484
4812	5,21549
4813	5,21614
4814	5,2168
4815	5,21745
4816	5,2181
4817	5,21876
4818	5,21941
4819	5,22006
4820	5,22071
4821	5,22137
4822	5,22202
4823	5,22267
4824	5,22333
4825	5,22398
4826	5,22463
4827	5,22528
4828	5,22594
4829	5,22659
4830	5,22724
4831	5,22789
4832	5,22854
4833	5,2292
4834	5,22985
4835	5,2305
4836	5,23115
4837	5,2318
4838	5,23246
4839	5,23311
4840	5,23376
4841	5,23441
4842	5,23506
4843	5,23572
4844	5,23637
4845	5,23702
4846	5,23767
4847	5,23832
4848	5,23897
4849	5,23963
4850	5,24028
4851	5,24093
4852	5,24158
4853	5,24223
4854	5,24288
4855	5,24353
4856	5,24418
4857	5,24484
4858	5,24549
4859	5,24614
4860	5,24679
4861	5,24744
4862	5,24809
4863	5,24874
4864	5,24939
4865	5,25004
4866	5,25069
4867	5,25134
4868	5,25199
4869	5,25264
4870	5,2533
4871	5,25395
4872	5,2546
4873	5,25525
4874	5,2559
4875	5,25655
4876	5,2572
4877	5,25785
4878	5,2585
4879	5,25915
4880	5,2598
4881	5,26045
4882	5,2611
4883	5,26175
4884	5,2624
4885	5,26305
4886	5,2637
4887	5,26435
4888	5,265
4889	5,26565
4890	5,2663
4891	5,26695
4892	5,26759
4893	5,26824
4894	5,26889
4895	5,26954
4896	5,27019
4897	5,27084
4898	5,27149
4899	5,27214
4900	5,27279
4901	5,27344
4902	5,27409
4903	5,27474
4904	5,27539
4905	5,27603
4906	5,27668
4907	5,27733
4908	5,27798
4909	5,27863
4910	5,27928
4911	5,27993
4912	5,28057
4913	5,28122
4914	5,28187
4915	5,28252
4916	5,28317
4917	5,28382
4918	5,28447
4919	5,28511
4920	5,28576
4921	5,28641
4922	5,28706
4923	5,28771
4924	5,28835
4925	5,289
4926	5,28965
4927	5,2903
4928	5,29095
4929	5,29159
4930	5,29224
4931	5,29289
4932	5,29354
4933	5,29418
4934	5,29483
4935	5,29548
4936	5,29613
4937	5,29677
4938	5,29742
4939	5,29807
4940	5,29872
4941	5,29936
4942	5,30001
4943	5,30066
4944	5,3013
4945	5,30195
4946	5,3026
4947	5,30325
4948	5,30389
4949	5,30454
4950	5,30519
4951	5,30583
4952	5,30648
4953	5,30713
4954	5,30777
4955	5,30842
4956	5,30907
4957	5,30971
4958	5,31036
4959	5,31101
4960	5,31165
4961	5,3123
4962	5,31294
4963	5,31359
4964	5,31424
4965	5,31488
4966	5,31553
4967	5,31617
4968	5,31682
4969	5,31747
4970	5,31811
4971	5,31876
4972	5,3194
4973	5,32005
4974	5,3207
4975	5,32134
4976	5,32199
4977	5,32263
4978	5,32328
4979	5,32392
4980	5,32457
4981	5,32521
4982	5,32586
4983	5,32651
4984	5,32715
4985	5,3278
4986	5,32844
4987	5,32909
4988	5,32973
4989	5,33038
4990	5,33102
4991	5,33167
4992	5,33231
4993	5,33296
4994	5,3336
4995	5,33424
4996	5,33489
4997	5,33553
4998	5,33618
4999	5,33682
5000	5,33747
5001	5,33811
5002	5,33876
5003	5,3394
5004	5,34005
5005	5,34069
5006	5,34133
5007	5,34198
5008	5,34262
5009	5,34327
5010	5,34391
5011	5,34455
5012	5,3452
5013	5,34584
5014	5,34649
5015	5,34713
5016	5,34777
5017	5,34842
5018	5,34906
5019	5,3497
5020	5,35035
5021	5,35099
5022	5,35163
5023	5,35228
5024	5,35292
5025	5,35356
5026	5,35421
5027	5,35485
5028	5,35549
5029	5,35614
5030	5,35678
5031	5,35742
5032	5,35807
5033	5,35871
5034	5,35935
5035	5,36
5036	5,36064
5037	5,36128
5038	5,36192
5039	5,36257
5040	5,36321
5041	5,36385
5042	5,36449
5043	5,36514
5044	5,36578
5045	5,36642
5046	5,36706
5047	5,36771
5048	5,36835
5049	5,36899
5050	5,36963
5051	5,37028
5052	5,37092
5053	5,37156
5054	5,3722
5055	5,37284
5056	5,37349
5057	5,37413
5058	5,37477
5059	5,37541
5060	5,37605
5061	5,37669
5062	5,37734
5063	5,37798
5064	5,37862
5065	5,37926
5066	5,3799
5067	5,38054
5068	5,38118
5069	5,38183
5070	5,38247
5071	5,38311
5072	5,38375
5073	5,38439
5074	5,38503
5075	5,38567
5076	5,38631
5077	5,38695
5078	5,38759
5079	5,38824
5080	5,38888
5081	5,38952
5082	5,39016
5083	5,3908
5084	5,39144
5085	5,39208
5086	5,39272
5087	5,39336
5088	5,394
5089	5,39464
5090	5,39528
5091	5,39592
5092	5,39656
5093	5,3972
5094	5,39784
5095	5,39848
5096	5,39912
5097	5,39976
5098	5,4004
5099	5,40104
5100	5,40168
5101	5,40232
5102	5,40296
5103	5,4036
5104	5,40424
5105	5,40488
5106	5,40552
5107	5,40616
5108	5,4068
5109	5,40744
5110	5,40808
5111	5,40872
5112	5,40936
5113	5,40999
5114	5,41063
5115	5,41127
5116	5,41191
5117	5,41255
5118	5,41319
5119	5,41383
5120	5,41447
5121	5,41511
5122	5,41575
5123	5,41638
5124	5,41702
5125	5,41766
5126	5,4183
5127	5,41894
5128	5,41958
5129	5,42022
5130	5,42085
5131	5,42149
5132	5,42213
5133	5,42277
5134	5,42341
5135	5,42405
5136	5,42468
5137	5,42532
5138	5,42596
5139	5,4266
5140	5,42724
5141	5,42787
5142	5,42851
5143	5,42915
5144	5,42979
5145	5,43042
5146	5,43106
5147	5,4317
5148	5,43234
5149	5,43298
5150	5,43361
5151	5,43425
5152	5,43489
5153	5,43552
5154	5,43616
5155	5,4368
5156	5,43744
5157	5,43807
5158	5,43871
5159	5,43935
5160	5,43998
5161	5,44062
5162	5,44126
5163	5,4419
5164	5,44253
5165	5,44317
5166	5,44381
5167	5,44444
5168	5,44508
5169	5,44572
5170	5,44635
5171	5,44699
5172	5,44763
5173	5,44826
5174	5,4489
5175	5,44953
5176	5,45017
5177	5,45081
5178	5,45144
5179	5,45208
5180	5,45271
5181	5,45335
5182	5,45399
5183	5,45462
5184	5,45526
5185	5,45589
5186	5,45653
5187	5,45717
5188	5,4578
5189	5,45844
5190	5,45907
5191	5,45971
5192	5,46034
5193	5,46098
5194	5,46161
5195	5,46225
5196	5,46289
5197	5,46352
5198	5,46416
5199	5,46479
5200	5,46543
5201	5,46606
5202	5,4667
5203	5,46733
5204	5,46797
5205	5,4686
5206	5,46924
5207	5,46987
5208	5,4705
5209	5,47114
5210	5,47177
5211	5,47241
5212	5,47304
5213	5,47368
5214	5,47431
5215	5,47495
5216	5,47558
5217	5,47622
5218	5,47685
5219	5,47748
5220	5,47812
5221	5,47875
5222	5,47939
5223	5,48002
5224	5,48065
5225	5,48129
5226	5,48192
5227	5,48256
5228	5,48319
5229	5,48382
5230	5,48446
5231	5,48509
5232	5,48572
5233	5,48636
5234	5,48699
5235	5,48762
5236	5,48826
5237	5,48889
5238	5,48952
5239	5,49016
5240	5,49079
5241	5,49142
5242	5,49206
5243	5,49269
5244	5,49332
5245	5,49396
5246	5,49459
5247	5,49522
5248	5,49586
5249	5,49649
5250	5,49712
5251	5,49775
5252	5,49839
5253	5,49902
5254	5,49965
5255	5,50028
5256	5,50092
5257	5,50155
5258	5,50218
5259	5,50281
5260	5,50345
5261	5,50408
5262	5,50471
5263	5,50534
5264	5,50597
5265	5,50661
5266	5,50724
5267	5,50787
5268	5,5085
5269	5,50913
5270	5,50977
5271	5,5104
5272	5,51103
5273	5,51166
5274	5,51229
5275	5,51292
5276	5,51355
5277	5,51419
5278	5,51482
5279	5,51545
5280	5,51608
5281	5,51671
5282	5,51734
5283	5,51797
5284	5,51861
5285	5,51924
5286	5,51987
5287	5,5205
5288	5,52113
5289	5,52176
5290	5,52239
5291	5,52302
5292	5,52365
5293	5,52428
5294	5,52491
5295	5,52554
5296	5,52617
5297	5,52681
5298	5,52744
5299	5,52807
5300	5,5287
5301	5,52933
5302	5,52996
5303	5,53059
5304	5,53122
5305	5,53185
5306	5,53248
5307	5,53311
5308	5,53374
5309	5,53437
5310	5,535
5311	5,53563
5312	5,53626
5313	5,53689
5314	5,53752
5315	5,53815
5316	5,53878
5317	5,5394
5318	5,54003
5319	5,54066
5320	5,54129
5321	5,54192
5322	5,54255
5323	5,54318
5324	5,54381
5325	5,54444
5326	5,54507
5327	5,5457
5328	5,54633
5329	5,54696
5330	5,54758
5331	5,54821
5332	5,54884
5333	5,54947
5334	5,5501
5335	5,55073
5336	5,55136
5337	5,55199
5338	5,55261
5339	5,55324
5340	5,55387
5341	5,5545
5342	5,55513
5343	5,55576
5344	5,55638
5345	5,55701
5346	5,55764
5347	5,55827
5348	5,5589
5349	5,55952
5350	5,56015
5351	5,56078
5352	5,56141
5353	5,56204
5354	5,56266
5355	5,56329
5356	5,56392
5357	5,56455
5358	5,56517
5359	5,5658
5360	5,56643
